title,content,source,source_name,source_url
Khung tư vấn sơ bộ cho chatbot,"Khi người dùng hỏi tư vấn điện mặt trời, chatbot nên hỏi tối thiểu: tiền điện trung bình mỗi tháng, loại công trình, khu vực lắp đặt, diện tích mái ước tính, thời điểm dùng điện nhiều nhất, nhu cầu lưu trữ điện và mong muốn dự phòng khi mất điện. Đây là nhóm thông tin phản ánh form tư vấn MKSolar và giúp định hướng hệ bám tải hay hybrid.",consultation_flow,mksolar_contact,https://mksolar.vn/elements/
Chọn hệ bám tải,"Hệ hòa lưới bám tải không lưu trữ phù hợp khi khách hàng dùng điện nhiều vào ban ngày, muốn giảm lượng điện mua từ lưới và không có nhu cầu dự phòng khi mất điện. Cần khảo sát phụ tải ban ngày, diện tích mái, hiện trạng điện và yêu cầu chống phát ngược nếu có.",solution_selection,mksolar_10kw_on_grid,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-bam-tai/
Chọn hệ hybrid lưu trữ,"Hệ hybrid lưu trữ phù hợp khi khách hàng muốn dùng điện mặt trời vào ban đêm, cần dự phòng khi mất điện hoặc muốn tăng tỷ lệ tự dùng điện mặt trời. Cần tính tải ưu tiên, thời gian cần dự phòng và dung lượng pin phù hợp.",solution_selection,mksolar_10kw_storage_material,https://mksolar.vn/product/vat-tu-nang-luong-mat-troi-10kw-luu-tru/
Tư vấn pin lưu trữ,"Dung lượng pin không nên chọn cảm tính. Cần xác định tải ưu tiên như đèn, quạt, camera, modem, tủ lạnh, máy tính hoặc thiết bị kinh doanh quan trọng; sau đó tính thời gian cần cấp điện khi mất điện. Các mức 5kWh, 10kWh, 15–20kWh trên website MKSolar là tham khảo theo một số gói hệ thống.",battery_storage,mksolar_10kw_storage,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-luu-tru-1-pha/
Tư vấn theo hóa đơn điện,"Tiền điện trung bình mỗi tháng là dữ liệu quan trọng để tư vấn sơ bộ công suất. Tuy nhiên không thể chỉ dựa vào hóa đơn vì còn phụ thuộc thời điểm dùng điện, diện tích mái, bóng che, loại hệ thống và mục tiêu lưu trữ. Chatbot nên hỏi thêm thời điểm tiêu thụ nhiều nhất.",sizing_preliminary,mksolar_contact,https://mksolar.vn/elements/
Tư vấn theo diện tích mái,"Diện tích mái giúp ước lượng công suất lắp đặt ban đầu. Theo MKSolar, hệ 3kW cần khoảng 15–20m², hệ 5kW khoảng 25–35m² và hệ 10kW khoảng 50–70m². Con số thực tế phụ thuộc loại tấm pin, bố trí, lối đi bảo trì, bóng che và kết cấu mái.",roof_survey,mksolar_10kw_on_grid,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-bam-tai/
Tư vấn cho hộ gia đình,"Hộ gia đình nên chọn hệ dựa trên hóa đơn điện, tỷ lệ dùng điện ban ngày/ban đêm, diện tích mái và nhu cầu dự phòng. Nếu dùng điện ban ngày nhiều có thể xét bám tải; nếu cần điện khi mất điện hoặc dùng ban đêm nhiều có thể xét hybrid lưu trữ.",solution_selection,mksolar_home,https://mksolar.vn/
Tư vấn cho cửa hàng,"Cửa hàng thường dùng điện ban ngày cho đèn, quạt, điều hòa, tủ mát hoặc thiết bị bán hàng. Hệ bám tải có thể phù hợp nếu mục tiêu chính là giảm hóa đơn. Nếu thiết bị không được mất điện, cần xem xét hybrid và tải ưu tiên.",solution_selection,mksolar_contact,https://mksolar.vn/elements/
Tư vấn cho nhà xưởng,"Nhà xưởng cần đánh giá phụ tải theo giờ, diện tích mái, kết cấu mái, khả năng đấu nối, hệ thống bảo vệ điện và yêu cầu vận hành an toàn. Với hệ thương mại - công nghiệp, các vấn đề tiêu chuẩn kỹ thuật và tích hợp lưới cần được ưu tiên.",commercial_industrial,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Không chốt báo giá qua chatbot,"Chatbot chỉ nên cung cấp tư vấn ban đầu. Báo giá chính thức phụ thuộc công suất, thiết bị, pin lưu trữ, vật tư, nhân công, khảo sát mái, địa điểm thi công và yêu cầu kỹ thuật. Cần chuyển người dùng sang bước khảo sát thực tế.",chatbot_policy,mksolar_materials,https://mksolar.vn/product-category/combo-vat-tu-nang-luong-mat-troi/
Quy trình tư vấn và lắp đặt,"Quy trình tư vấn có thể gồm: tiếp nhận nhu cầu, thu thập hóa đơn điện và thông tin mái, khảo sát thực tế, đề xuất hệ bám tải hoặc lưu trữ, thiết kế sơ bộ, báo giá, thi công, kiểm tra vận hành, bàn giao và hỗ trợ sau lắp đặt. MKSolar công bố dịch vụ trọn gói từ khảo sát đến bàn giao.",installation_process,mksolar_home,https://mksolar.vn/
Khảo sát mái,"Khảo sát mái cần kiểm tra diện tích sử dụng được, hướng nắng, bóng che, độ nghiêng, vật liệu mái, kết cấu chịu lực, khả năng chống dột, lối đi bảo trì và vị trí đi dây. Chatbot chỉ nên hỏi sơ bộ, không thay thế khảo sát trực tiếp.",roof_survey,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Khảo sát bóng che,"Bóng che từ cây, nhà lân cận, bồn nước, tum mái, anten hoặc thiết bị trên mái có thể làm giảm sản lượng. Khi tư vấn cần hỏi thời điểm bị che nắng và khi khảo sát cần kiểm tra thực tế theo hướng nắng trong ngày.",roof_survey,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Vị trí inverter,"Inverter cần vị trí thoáng, khô ráo, dễ thao tác và thuận tiện đấu nối. Nên tránh nắng mưa trực tiếp, nơi quá nóng, quá ẩm hoặc khó tiếp cận khi bảo trì. Vị trí chính xác cần kỹ thuật viên xác định.",installation_process,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Đi dây và tủ điện,"Đường dây DC/AC, jack MC4, tủ điện AC/DC, thiết bị đóng cắt và bảo vệ là các thành phần kỹ thuật quan trọng. Nếu thi công sai có thể gây phát nhiệt hoặc mất an toàn. Chatbot nên khuyến nghị kỹ thuật viên có chuyên môn thực hiện.",equipment,mksolar_3kw_on_grid_material,https://mksolar.vn/product/vat-tu-nang-luong-mat-troi-3kw-bam-tai-2/
Thi công mái tôn,"Một số gói MKSolar có nhân công lắp đặt áp mái tôn. Với mái tôn cần chú ý kết cấu xà gồ, điểm bắt chân, chống dột, gió bão, khe hở tản nhiệt và an toàn làm việc trên cao.",roof_survey,mksolar_10kw_on_grid,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-bam-tai/
Bàn giao hệ thống,"Khi bàn giao hệ thống nên có hướng dẫn vận hành cơ bản, kiểm tra trạng thái inverter, sản lượng, tủ điện, thiết bị bảo vệ, cách tắt/mở an toàn và thông tin liên hệ khi bảo trì hoặc sự cố.",installation_process,mksolar_home,https://mksolar.vn/
Hỗ trợ sau lắp đặt,MKSolar công bố đồng hành hỗ trợ sau lắp đặt. Một số gói hệ thống cũng nêu bảo trì miễn phí 2 năm đầu tiên. Chatbot nên nhắc người dùng kiểm tra chính sách cụ thể theo hợp đồng và thiết bị.,maintenance,mksolar_home,https://mksolar.vn/
An toàn điện là ưu tiên,"Hệ điện mặt trời có nguồn DC từ tấm pin và nguồn AC ở đầu ra inverter. Không tự thao tác nếu không có chuyên môn. Các dấu hiệu như mùi khét, tia lửa, dây nóng, tủ điện nóng, inverter lỗi nặng hoặc ngập nước cần được xử lý bởi kỹ thuật viên.",safety,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Cảnh báo chập cháy,"Nếu người dùng mô tả chập điện, cháy nổ, mùi khét hoặc tia lửa, chatbot phải ưu tiên an toàn, yêu cầu ngừng tự thao tác, không chạm vào thiết bị, ngắt nguồn nếu có thể làm an toàn và liên hệ kỹ thuật viên hoặc đơn vị lắp đặt.",safety_warning,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Không tự đấu nối,"Không nên tự đấu nối tấm pin, inverter, pin lưu trữ, tủ điện hoặc dây DC/AC nếu không có chuyên môn. Đấu nối sai cực, sai tiết diện dây, đầu nối không đạt hoặc thiếu bảo vệ có thể gây nguy hiểm.",safety,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Pin lưu trữ và tải ưu tiên,"Pin lưu trữ cần tương thích với inverter hybrid và nhu cầu tải. Khi mất điện, không nên mặc định cấp toàn bộ tải trong nhà; cần xác định tải ưu tiên và cấu hình backup phù hợp.",battery_storage,mksolar_10kw_storage_material,https://mksolar.vn/product/vat-tu-nang-luong-mat-troi-10kw-luu-tru/
Vệ sinh tấm pin an toàn,"Vệ sinh tấm pin cần tránh thời điểm nắng gắt, mái trơn trượt hoặc thời tiết xấu. Không tự leo mái nếu không có trang bị an toàn. Việc vệ sinh nên đảm bảo không làm trầy kính, hỏng dây dẫn hoặc ảnh hưởng đầu nối.",maintenance,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Kiểm tra định kỳ,"Bảo trì nên kiểm tra tấm pin, khung đỡ, dây dẫn, đầu nối, tủ điện, inverter, cảnh báo lỗi và sản lượng vận hành. Nếu sản lượng giảm bất thường khi thời tiết tốt, cần kiểm tra nguyên nhân.",maintenance,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Làm việc trên cao,"Thi công và bảo trì trên mái có rủi ro ngã cao, trơn trượt và điện giật. Chatbot không nên hướng dẫn thao tác nguy hiểm chi tiết; chỉ nên khuyến nghị dùng đơn vị có chuyên môn và trang bị bảo hộ.",safety,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Thiết kế bảo vệ điện,"Hệ điện mặt trời cần thiết bị bảo vệ phù hợp cho phía DC và AC, tiếp địa, chống sét và bố trí tủ điện theo yêu cầu kỹ thuật. Chatbot chỉ nên tư vấn nguyên tắc, không đưa sơ đồ đấu nối chi tiết.",safety,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Khi ngập nước,"Nếu khu vực inverter, tủ điện, pin lưu trữ hoặc dây dẫn bị ngập nước/ẩm ướt bất thường, không chạm vào thiết bị. Cần ngắt nguồn nếu có thể làm an toàn và gọi kỹ thuật viên kiểm tra.",safety_warning,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Mưa bão và gió mạnh,"Trước mùa mưa bão nên kiểm tra khung đỡ, điểm bắt mái, dây dẫn và tủ điện. Không leo mái hoặc thao tác ngoài trời khi có gió mạnh, mưa lớn, sấm sét hoặc điều kiện không an toàn.",safety,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Nghị định 135/2024/NĐ-CP,"Nghị định 135/2024/NĐ-CP của Chính phủ quy định cơ chế, chính sách khuyến khích phát triển điện mặt trời mái nhà tự sản xuất, tự tiêu thụ. Văn bản được ban hành và có hiệu lực ngày 22/10/2024 theo Cổng thông tin Chính phủ.",regulation,gov_decree_135,https://chinhphu.vn/?classid=1&docid=211466&pageid=27160&typegroupid=4
Các trường hợp miễn trừ giấy phép hoạt động điện lực,"Theo tóm tắt chính sách trên Cổng thông tin Chính phủ, tổ chức, cá nhân lắp điện mặt trời mái nhà tự sản xuất, tự tiêu thụ được miễn trừ giấy phép hoạt động điện lực và không giới hạn công suất trong một số trường hợp như không đấu nối lưới quốc gia, lắp thiết bị chống phát ngược, hộ gia đình/nhà ở riêng lẻ dưới 100kW, hoặc công sở/tài sản công không mua bán điện dư. Cần kiểm tra văn bản đầy đủ trước khi áp dụng.",regulation,gov_policy_summary,https://xaydungchinhsach.chinhphu.vn/chinh-sach-moi-ve-phat-trien-dien-mat-troi-mai-nha-tu-san-xuat-tu-tieu-thu-119241023084553098.htm
Hệ từ 1.000 kW trở lên và bán điện dư,"Bộ Công Thương nêu tổ chức/cá nhân lắp điện mặt trời mái nhà tự sản xuất, tự tiêu thụ có công suất từ 1.000 kW trở lên và bán điện dư vào hệ thống điện quốc gia phải thực hiện thủ tục về quy hoạch điện lực và đề nghị cấp giấy phép hoạt động điện lực theo quy định.",regulation,moit_conference_135,https://moit.gov.vn/tin-tuc/phat-trien-nang-luong/hoi-nghi-truc-tuyen-ve-nghi-dinh-135-2024-nd-cp-quy-dinh-co-che-chinh-sach-khuyen-khich-phat-trien-dien-mat-troi-mai-nha.html
Khuyến khích hệ lưu trữ,"Cổng thông tin Chính phủ nêu chính sách khuyến khích tổ chức, cá nhân tự quyết định lắp đặt hệ thống lưu trữ điện BESS để bảo đảm vận hành an toàn, ổn định hệ thống điện. Bộ Công Thương cũng nhấn mạnh điện mặt trời mái nhà kết hợp lưu trữ phù hợp giúp bổ sung nguồn điện tại chỗ.",regulation,gov_policy_summary,https://xaydungchinhsach.chinhphu.vn/chinh-sach-moi-ve-phat-trien-dien-mat-troi-mai-nha-tu-san-xuat-tu-tieu-thu-119241023084553098.htm
Chỉ thị 10/CT-TTg và phát triển điện mặt trời mái nhà,"Bộ Công Thương nêu phát triển điện mặt trời mái nhà tự sản xuất, tự tiêu thụ kết hợp hệ thống lưu trữ năng lượng phù hợp sẽ bổ sung nguồn điện tại chỗ, tăng cường tính linh hoạt của hệ thống điện và góp phần bảo đảm an ninh năng lượng quốc gia.",energy_policy,moit_directive10,https://moit.gov.vn/tin-tuc/chi-thi-10-ct-ttg-ve-viec-tang-cuong-thuc-thi-tiet-kiem-dien-va-phat-trien-dien-mat-troi-mai-nha.html
EVN hướng dẫn đăng ký,"EVN có hướng dẫn đăng ký phát triển nguồn điện mặt trời mái nhà tự sản xuất, tự tiêu thụ. EVN cũng nêu mô hình này giúp tiết kiệm chi phí điện và góp phần bảo vệ môi trường. Chatbot nên khuyến nghị người dùng kiểm tra quy trình hiện hành tại điện lực địa phương.",registration,evn_registration,https://www.evn.com.vn/d/vi-VN/news/Huong-dan-dang-ky-phat-trien-nguon-dien-mat-troi-mai-nha-tu-san-xuat-tu-tieu-thu-60-134-503159
Lắp để tự dùng vẫn cần tìm hiểu đăng ký,"EVN giải thích vấn đề đăng ký phát triển nguồn điện mặt trời mái nhà tự sản xuất, tự tiêu thụ và nêu tổ chức/cá nhân có thể chọn nối lưới hoặc không nối lưới. Chatbot nên không khẳng định miễn toàn bộ thủ tục, mà hướng người dùng kiểm tra theo trường hợp cụ thể.",registration,evn_why_register,https://www.evn.com.vn/d/vi-VN/news/Ly-do-EVN-de-xuat-lap-dat-dien-mat-troi-mai-nha-de-tu-dung-can-dang-ky-60-12-504628
Ưu đãi và chính sách,"EVN đăng tải thông tin về nhiều chính sách khuyến khích phát triển điện mặt trời mái nhà tự sản xuất, tự tiêu thụ, trong đó có miễn trừ giấy phép hoạt động điện lực ở một số trường hợp và yêu cầu thủ tục với hệ công suất lớn có bán điện dư. Cần kiểm tra quy định hiện hành trước khi triển khai.",regulation,evn_policy,https://evn.com.vn/d/vi-VN/news/Nhieu-chinh-sach-khuyen-khich-phat-trien-dien-mat-troi-mai-nha-tu-san-xuat-tu-tieu-thu-60-17-126524
GIZ CIRTS - mục tiêu dự án,"Dự án Commercial and Industrial Rooftop Solar (CIRTS) của GIZ tại Việt Nam có mục tiêu cải thiện điều kiện thị trường cho điện mặt trời mái nhà thương mại và công nghiệp phát triển ổn định, dài hạn.",market_context,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
GIZ CIRTS - kỹ thuật và quy định,"CIRTS tập trung vào các nội dung như điều chỉnh quy định kỹ thuật, nâng cao năng lực các bên liên quan và hợp tác công nghệ để bảo đảm phát triển bền vững thị trường điện mặt trời mái nhà tại Việt Nam.",technical_safety,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
ESP CIRTS - các nhóm hoạt động,"Theo ESP, dự án C&I Rooftop Solar có nhóm hoạt động về technical regulations, bao gồm phân tích khoảng trống về quy định/tiêu chuẩn kỹ thuật cho tích hợp điện mặt trời mái nhà vào lưới, khuyến nghị áp dụng thực hành quốc tế phù hợp với bối cảnh Việt Nam và hỗ trợ nhóm công tác kỹ thuật.",technical_safety,esp_cirts,https://www.esp.org.vn/project/commercial-and-industrial-rooftop-solar/
Điện mặt trời thương mại công nghiệp,"Đối với nhà xưởng và công trình thương mại, chatbot cần nhấn mạnh các yếu tố kỹ thuật: tích hợp lưới, năng lực vận hành, tiêu chuẩn thiết kế, thiết bị bảo vệ, bảo trì, an toàn trên mái và quy trình đấu nối theo quy định.",commercial_industrial,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Thị trường điện mặt trời mái nhà Việt Nam,"Tài liệu GIZ về C&I rooftop solar nêu dự án nhằm hỗ trợ phát triển thị trường điện mặt trời mái nhà thương mại và công nghiệp tại Việt Nam. Chatbot có thể dùng dữ liệu này để trả lời tổng quan thị trường, nhưng không nên suy đoán số liệu nếu không có nguồn cụ thể.",market_context,giz_factfile,https://www.giz.de/de/downloads/giz2023-en-CIRT-factfile.pdf
Sản lượng thấp,"Khi người dùng phản ánh sản lượng thấp, chatbot nên hỏi về thời tiết, bóng che, bụi bẩn, cảnh báo inverter, thời điểm đo, công suất hệ thống và thay đổi gần đây trên mái. Nếu sản lượng giảm bất thường kéo dài, nên liên hệ kỹ thuật viên.",troubleshooting,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Inverter báo lỗi,"Khi inverter báo lỗi, chatbot nên yêu cầu người dùng không tự tháo thiết bị. Có thể ghi lại mã lỗi, kiểm tra trạng thái an toàn bên ngoài, sau đó liên hệ đơn vị lắp đặt hoặc kỹ thuật viên.",troubleshooting,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Mất điện và hệ hybrid,"Với hệ hybrid, khả năng cấp điện khi mất điện phụ thuộc cấu hình backup, dung lượng pin, inverter và tải ưu tiên. Không nên hứa hệ lưu trữ sẽ cấp toàn bộ nhà nếu chưa có thiết kế cụ thể.",troubleshooting,mksolar_10kw_storage_material,https://mksolar.vn/product/vat-tu-nang-luong-mat-troi-10kw-luu-tru/
Bảo trì sau lắp,"Một số gói MKSolar công bố bảo trì miễn phí 2 năm đầu tiên. Tuy nhiên chính sách bảo trì cụ thể cần kiểm tra theo hợp đồng, loại gói và thiết bị. Chatbot nên khuyến nghị khách hàng giữ hồ sơ bàn giao và liên hệ đơn vị lắp đặt.",maintenance,mksolar_10kw_on_grid,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-bam-tai/
Giảm hóa đơn nhưng không về 0,"Điện mặt trời thường giúp giảm điện mua từ lưới, nhưng không đảm bảo hóa đơn về 0 vì còn phụ thuộc phụ tải ban đêm, công suất hệ, lưu trữ, thời tiết, bóng che, cơ chế đấu nối và biểu giá điện.",investment,mksolar_10kw_on_grid,https://mksolar.vn/product/he-thong-nang-luong-mat-troi-10kw-bam-tai/
Câu hỏi cần hỏi trước khi tư vấn,"Các câu hỏi quan trọng: tiền điện hằng tháng, dùng điện nhiều ban ngày hay ban đêm, loại công trình, diện tích mái, loại mái, bóng che, khu vực lắp đặt, cần lưu trữ không, có thường mất điện không, có muốn bán điện dư không.",chatbot_policy,mksolar_contact,https://mksolar.vn/elements/
Không tự bịa dữ liệu công ty,"Nếu người dùng hỏi thông tin chưa có trong dữ liệu như chính sách bảo hành cụ thể theo từng thiết bị, thời gian thi công chính xác, giá mới nhất hoặc chương trình khuyến mãi, chatbot phải nói cần liên hệ MKSolar để xác nhận.",chatbot_policy,mksolar_home,https://mksolar.vn/
Không chẩn đoán kỹ thuật từ xa,"Nếu có sự cố kỹ thuật, chatbot chỉ hướng dẫn an toàn và khuyến nghị kiểm tra trực tiếp. Không nên đưa sơ đồ đấu nối, không yêu cầu người dùng tháo tủ điện hoặc chạm vào dây dẫn.",chatbot_policy,giz_cirts,https://www.giz.de/en/projects/commercial-industrial-rooftop-solar-cirts
Gợi ý câu trả lời khi thiếu thông tin,"Nếu người dùng chỉ hỏi 'nhà tôi nên lắp mấy kW', chatbot nên hỏi thêm tiền điện trung bình mỗi tháng hoặc mục tiêu lắp đặt trước. Nếu đã có hóa đơn nhưng chưa có thông tin mái, hỏi loại mái/diện tích mái/khu vực lắp đặt.",chatbot_policy,mksolar_contact,https://mksolar.vn/elements/
